,age,workclass,fnlwgt,education,education.num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
23416,50,5,197322,11,7,2,7.0,4,3,0,0,0,50,1,1
23417,52,5,194259,6,4,2,7.0,1,3,1,0,0,50,1,0
23418,40,5,346189,10,16,2,5.0,4,3,0,0,0,40,1,1
23419,55,5,98361,12,13,2,7.0,4,3,0,15024,0,55,1,1
23421,51,0,162943,7,15,2,5.0,4,3,0,0,0,40,1,1
23422,30,5,19302,0,10,2,5.0,4,3,0,7688,0,40,1,1
23423,56,1,67662,4,14,4,5.0,0,3,1,0,0,39,1,0
23424,35,5,126675,3,9,2,7.0,4,3,0,0,0,48,1,0
23425,55,6,278228,13,6,2,10.0,4,3,0,0,0,35,1,0
23426,30,5,169152,3,9,5,2.0,3,3,1,0,0,40,1,0
23427,34,5,204052,3,9,5,9.0,0,3,0,0,0,40,1,0
23428,36,5,215392,14,11,2,5.0,1,3,1,0,0,40,1,1
23429,43,0,83348,3,9,2,9.0,4,3,0,0,0,60,1,0
23430,24,4,196816,0,10,5,,0,3,0,0,0,50,1,0
23431,30,5,541343,13,6,2,13.0,4,0,0,0,0,40,1,0
23432,33,4,55921,14,11,5,,0,3,0,0,0,70,1,0
23434,29,2,119848,12,13,5,5.0,0,3,1,0,0,40,1,0
23435,50,5,160572,3,9,2,6.0,4,3,0,3137,0,47,1,0
23436,18,5,25837,11,7,5,5.0,5,3,0,0,0,15,1,0
23437,20,5,236592,11,7,5,10.0,5,3,1,0,0,25,1,0
23438,45,1,199326,4,14,2,5.0,4,3,0,0,0,45,1,1
23440,45,5,175958,7,15,2,7.0,4,3,0,0,0,40,1,1
23441,41,5,198965,3,9,2,6.0,4,3,0,0,0,40,1,0
23442,42,4,193537,6,4,0,13.0,0,3,1,0,0,35,4,0
23443,24,5,438839,12,13,5,10.0,0,3,0,0,0,40,1,0
23444,22,5,298227,3,9,5,4.0,3,3,0,0,0,35,1,0
23445,28,5,271466,3,9,2,7.0,4,3,0,0,0,45,1,1
23446,23,5,335570,0,10,5,4.0,5,3,0,0,0,35,1,0
23447,21,5,206891,6,4,5,1.0,5,3,1,0,0,38,1,0
23448,23,5,162551,12,13,5,3.0,0,1,1,0,0,20,1,0
23449,45,5,145637,0,10,4,3.0,3,3,1,0,0,48,1,0
23450,41,5,101290,3,9,4,10.0,3,3,1,0,0,40,1,0
23451,49,2,229376,3,9,2,3.0,4,3,0,0,0,40,1,1
23452,38,5,439592,0,10,5,13.0,5,0,1,0,0,40,1,0
23453,37,5,161141,3,9,5,4.0,0,3,0,0,0,40,1,0
23454,70,5,304570,12,13,1,6.0,2,1,0,0,0,32,16,0
23455,24,5,103277,3,9,5,3.0,0,3,1,2597,0,40,1,0
23456,28,4,407672,12,13,5,5.0,0,3,1,0,0,40,1,0
23457,24,5,73928,14,11,5,3.0,5,1,1,0,0,20,1,0
23458,83,0,240150,13,6,2,1.0,4,3,0,20051,0,50,1,1
23459,69,5,230417,10,16,2,5.0,4,3,0,0,0,40,12,1
23460,37,5,260093,3,9,5,3.0,3,0,1,0,0,40,1,0
23461,28,5,96020,12,13,5,7.0,0,3,1,0,0,40,1,0
23462,54,5,104421,0,10,4,3.0,0,3,1,0,0,40,1,0
23463,71,5,152307,3,9,2,7.0,4,3,0,0,2377,45,1,1
23464,56,1,93415,3,9,1,3.0,3,1,1,0,0,40,1,0
23466,42,6,269733,4,14,2,10.0,4,3,0,99999,0,80,1,1
23467,21,5,202871,3,9,5,10.0,5,3,0,0,0,44,1,0
23468,29,5,169683,14,11,2,5.0,4,3,0,0,0,40,1,0
23470,32,5,340917,12,13,5,5.0,0,3,0,0,0,50,1,1
23471,31,5,329874,0,10,5,3.0,0,3,0,0,0,40,1,0
23472,38,5,43770,0,10,3,13.0,0,3,1,4650,0,72,1,0
23473,55,1,120781,10,16,2,5.0,4,1,0,0,0,40,8,1
23474,48,5,138069,3,9,2,11.0,4,3,0,0,0,45,1,0
23475,58,6,33309,3,9,1,1.0,0,3,0,0,0,80,1,0
23476,23,5,76432,0,10,5,3.0,0,3,1,0,0,40,1,0
23477,28,1,277635,0,10,5,3.0,0,3,1,0,0,50,1,0
23478,49,4,123088,0,10,2,7.0,4,3,0,0,0,46,1,0
23479,51,5,57698,3,9,0,13.0,3,3,1,0,0,40,1,0
23480,23,5,181820,3,9,3,9.0,5,3,0,0,0,53,1,0
23481,40,6,98985,3,9,4,7.0,0,0,0,0,0,50,1,0
23482,59,5,98350,3,9,4,13.0,0,1,0,0,0,40,12,0
23483,47,5,125120,12,13,4,9.0,0,3,1,0,0,50,1,0
23484,37,5,243409,3,9,2,11.0,4,3,0,0,0,50,1,0
23485,39,5,58972,9,12,4,7.0,3,3,0,1506,0,40,1,0
23486,43,5,62857,0,10,2,9.0,4,3,0,0,0,60,1,0
23487,40,5,283174,14,11,2,1.0,4,3,0,0,0,60,1,0
23488,48,5,107373,13,6,2,11.0,4,3,0,0,0,40,1,1
23489,29,5,201155,15,5,5,10.0,0,3,1,0,0,48,1,0
23490,48,5,187505,0,10,2,10.0,4,3,0,0,0,50,1,1
23491,37,5,61778,12,13,5,1.0,0,3,0,0,0,30,1,0
23492,19,5,223648,3,9,5,10.0,0,3,0,4101,0,48,1,0
23493,28,5,149652,13,6,5,13.0,5,0,1,0,0,30,1,0
23494,56,5,170324,2,3,2,9.0,4,0,0,0,0,40,38,0
23495,45,5,165937,3,9,4,11.0,5,3,0,0,0,60,1,0
23496,60,1,114060,0,10,2,,4,3,0,0,0,40,1,0
23497,53,1,58913,4,14,2,7.0,4,3,0,0,0,42,1,1
23498,37,1,378916,3,9,2,3.0,4,3,0,0,0,40,1,0
23499,31,5,241885,3,9,2,13.0,4,3,0,0,0,40,1,0
23500,29,5,224421,14,11,6,1.0,4,3,0,0,0,44,1,1
23502,39,5,315565,3,9,2,11.0,4,0,0,0,0,40,13,0
23503,31,4,153005,12,13,2,5.0,4,3,0,0,0,40,1,1
23504,42,5,98211,12,13,2,7.0,4,3,0,15024,0,45,1,1
23505,17,5,198606,11,7,5,4.0,5,3,1,0,0,16,1,0
23506,19,5,260333,3,9,5,13.0,5,3,1,0,0,20,1,0
23507,24,5,219510,12,13,5,13.0,0,1,0,0,0,32,1,0
23508,62,5,266624,3,9,2,1.0,4,3,0,6418,0,40,1,1
23509,34,5,136862,8,2,5,13.0,2,3,1,0,0,40,32,0
23510,47,0,215620,4,14,2,7.0,4,3,0,15024,0,55,1,1
23511,58,5,187067,12,13,5,5.0,0,3,1,0,0,62,5,0
23512,23,5,325921,14,11,5,5.0,0,3,1,0,0,36,1,0
23513,33,5,268127,3,9,5,13.0,3,0,1,0,0,40,1,0
23514,76,5,142535,3,9,1,3.0,0,3,0,0,0,6,1,0
23515,40,5,177083,3,9,4,7.0,3,3,1,0,0,50,1,0
23516,28,5,77009,6,4,4,13.0,3,3,1,0,0,50,1,0
23517,41,5,306405,0,10,2,2.0,1,3,1,0,0,40,1,0
23518,46,4,303918,3,9,2,,4,3,0,7688,0,96,1,1
23519,22,2,262819,0,10,5,3.0,0,3,1,0,0,40,1,0
23520,29,5,49087,14,11,2,4.0,4,3,0,0,0,40,1,0
23521,26,5,53833,3,9,5,13.0,3,3,0,0,0,40,1,0
23522,31,5,1033222,12,13,5,3.0,0,3,0,8614,0,40,1,1
23523,22,5,81145,3,9,5,13.0,0,3,1,0,0,25,1,0
23524,41,5,215479,0,10,5,11.0,0,0,0,0,0,43,1,0
23525,29,5,113464,3,9,5,11.0,2,2,0,0,0,40,25,0
23526,60,5,109530,14,11,2,2.0,4,3,0,7298,0,40,1,1
23527,72,2,217864,3,9,2,3.0,4,3,0,0,0,40,1,1
23528,41,0,117721,0,10,2,1.0,4,3,0,0,0,65,1,0
23529,19,5,199484,0,10,5,13.0,5,3,1,0,0,25,1,0
23530,25,5,248851,12,13,5,13.0,5,3,0,0,0,40,1,0
23531,24,5,116968,12,13,5,7.0,0,3,0,0,0,45,1,0
23532,59,5,366618,15,5,2,13.0,4,3,0,0,0,30,1,0
23533,17,5,240143,11,7,5,9.0,5,3,0,0,0,30,1,0
23536,25,5,120238,0,10,2,10.0,4,3,0,2885,0,43,1,0
23538,29,5,247053,3,9,3,13.0,0,3,1,0,0,40,1,0
23539,43,5,180599,3,9,2,9.0,4,3,0,0,0,55,1,0
23540,29,4,190330,0,10,5,13.0,5,3,1,0,0,10,1,0
23541,29,1,199450,0,10,4,3.0,3,0,0,0,0,40,1,0
23542,32,4,199539,0,10,2,,4,3,0,0,0,40,1,1
23544,50,6,29231,3,9,2,7.0,4,3,0,0,0,45,1,1
23545,43,5,33126,0,10,2,7.0,4,3,0,0,0,50,1,0
23546,41,5,102085,3,9,5,6.0,3,3,1,0,0,40,1,0
23547,32,5,212064,12,13,2,7.0,1,3,1,0,0,40,1,1
23548,54,1,166774,4,14,5,5.0,0,3,1,0,0,45,1,1
23549,65,5,95303,3,9,2,7.0,4,3,0,0,0,40,1,1
23551,70,0,247383,0,10,2,7.0,4,3,0,0,0,40,1,1
23552,53,5,229465,4,14,2,7.0,4,3,0,0,0,55,1,1
23553,37,5,135436,12,13,2,7.0,4,3,0,0,1977,60,1,1
23554,21,5,180052,0,10,5,11.0,5,3,0,0,0,30,1,0
23555,20,5,214387,3,9,5,6.0,5,3,0,0,0,40,1,0
23556,47,1,149337,3,9,4,3.0,3,3,0,0,0,38,1,0
23557,26,5,208326,3,9,2,7.0,4,3,0,3942,0,45,1,0
23558,31,5,34374,7,15,5,5.0,0,3,0,0,0,50,1,0
23559,45,6,58683,0,10,2,11.0,4,3,0,0,0,40,1,0
23560,35,5,403037,3,9,3,3.0,3,3,1,0,0,40,1,0
23561,55,5,32365,12,13,2,7.0,4,3,0,0,0,45,1,1
23562,49,5,155489,4,14,2,5.0,4,3,0,0,0,50,1,1
23563,33,0,289886,3,9,5,13.0,3,1,0,0,0,40,20,0
23565,19,5,101549,0,10,5,13.0,5,3,0,0,0,15,1,0
23566,48,0,51579,12,13,2,7.0,4,3,0,0,0,60,1,1
23567,41,5,40151,0,10,4,9.0,0,3,0,0,0,40,1,1
23568,29,5,244721,12,13,2,2.0,4,3,0,0,0,35,1,1
23569,47,4,228372,4,14,2,5.0,4,3,0,0,0,48,1,1
23570,53,4,236873,4,14,2,7.0,4,0,0,0,0,40,1,1
23571,19,5,250249,0,10,5,3.0,5,3,1,0,0,10,1,0
23572,71,5,93202,3,9,4,13.0,0,3,1,0,0,16,1,0
23573,29,5,176723,0,10,5,10.0,3,3,1,0,0,25,1,0
23574,43,4,175526,0,10,2,13.0,4,3,0,0,0,40,1,0
23575,23,5,91842,12,13,5,7.0,0,3,1,0,0,30,1,0
23576,52,5,71768,0,10,4,3.0,0,3,1,0,0,40,1,0
23577,56,5,181220,12,13,2,10.0,4,3,0,0,0,40,1,1
23578,28,5,204516,13,6,5,9.0,0,3,0,0,0,40,1,0
23579,44,6,89172,12,13,2,5.0,4,3,0,0,0,80,1,0
23580,37,2,143547,12,13,5,5.0,0,3,1,0,0,40,1,0
23581,30,5,310889,14,11,2,7.0,4,3,0,0,0,50,1,1
23582,31,4,150324,3,9,2,9.0,4,3,0,0,0,40,1,0
23583,20,5,216472,0,10,5,10.0,5,3,1,0,0,25,1,0
23584,64,5,212838,3,9,2,10.0,4,3,0,0,0,65,1,1
23585,45,5,168283,3,9,2,13.0,4,3,0,0,0,40,1,0
23586,40,5,187702,0,10,5,7.0,0,3,0,0,0,50,1,1
23587,19,5,60661,3,9,5,4.0,5,3,0,0,0,52,1,0
23588,54,5,115284,12,13,4,7.0,3,3,0,0,0,45,1,1
23589,61,0,98350,10,16,2,7.0,4,1,0,0,0,40,28,1
23590,18,5,195372,11,7,5,13.0,5,3,1,0,0,20,1,0
23592,33,5,111567,14,11,5,9.0,0,3,0,0,0,40,1,0
23593,51,5,244572,3,9,3,13.0,0,0,1,0,0,37,1,0
23594,54,5,230919,3,9,2,9.0,4,3,0,0,0,40,1,0
23595,24,5,282604,0,10,2,,2,3,0,0,0,24,1,0
23596,54,5,320196,0,10,4,7.0,3,3,1,0,0,40,6,0
23597,42,5,201466,12,13,2,7.0,4,3,0,0,0,45,1,1
23598,51,2,254211,4,14,1,10.0,3,3,0,0,0,50,37,1
23599,41,5,599629,0,10,2,3.0,1,0,1,0,0,40,1,1
23600,47,4,219632,9,12,3,7.0,0,3,0,0,1408,40,1,0
23601,31,1,161631,0,10,4,3.0,3,3,1,0,0,40,1,0
23602,21,5,202373,14,11,5,9.0,5,0,0,0,0,40,1,0
23603,52,5,169549,0,10,4,7.0,3,3,1,0,0,40,1,0
23604,20,5,127185,0,10,5,5.0,5,3,1,0,0,15,1,0
23605,18,5,184277,3,9,5,10.0,5,3,1,0,0,25,1,0
23606,58,5,119751,3,9,2,8.0,2,1,1,0,0,60,16,0
23607,23,5,294701,3,9,5,3.0,3,3,1,0,0,40,1,0
23608,21,5,26842,0,10,5,10.0,0,3,1,0,0,20,1,0
23609,43,1,114537,14,11,2,,4,3,0,0,0,40,1,0
23610,53,5,126386,3,9,4,6.0,5,3,0,0,0,40,1,0
23611,18,5,163787,3,9,2,7.0,1,3,1,0,0,40,1,0
23612,44,5,98211,12,13,2,7.0,4,3,0,0,0,40,1,1
23613,31,5,175509,12,13,5,5.0,0,3,0,0,0,50,1,0
23614,48,5,159854,8,2,2,13.0,4,3,0,0,0,40,1,0
23615,55,0,120920,4,14,4,5.0,0,3,1,0,0,35,1,0
23616,24,5,187551,0,10,5,3.0,5,0,1,0,0,20,1,0
23617,41,1,27305,4,14,2,5.0,4,3,0,0,0,40,1,1
23618,35,5,216711,3,9,2,9.0,4,3,0,0,0,40,1,1
23619,47,4,218596,14,11,4,3.0,0,3,1,0,0,40,1,0
23620,54,5,280292,0,10,2,10.0,4,3,0,0,0,32,1,0
23621,40,5,200496,12,13,3,10.0,0,3,0,0,0,40,1,0
23622,56,6,78090,0,10,4,10.0,3,3,1,0,0,48,1,0
23623,23,5,118693,14,11,5,2.0,0,3,0,0,0,40,1,0
23624,34,6,203488,3,9,2,9.0,4,3,0,0,0,60,1,0
23625,27,4,172091,3,9,5,9.0,3,0,0,0,0,40,1,0
23626,32,5,113364,12,13,5,5.0,0,3,0,0,0,40,1,1
23627,72,6,139889,0,10,2,1.0,4,3,0,0,0,74,1,0
23628,43,4,301638,5,8,2,11.0,4,3,0,0,1579,40,1,0
23629,32,5,110279,9,12,4,5.0,3,0,1,0,0,35,1,0
23630,53,5,242859,0,10,3,3.0,5,3,0,0,0,40,13,0
23631,18,5,132986,5,8,5,13.0,5,3,0,0,0,10,1,0
23632,38,5,254439,13,6,1,11.0,3,0,0,114,0,40,1,0
23633,41,2,187462,14,11,4,3.0,5,0,1,0,0,40,1,0
23634,29,5,264961,3,9,5,9.0,5,3,0,0,0,45,1,0
23637,47,5,47247,0,10,2,3.0,1,3,1,0,0,40,1,0
23638,56,4,571017,0,10,2,3.0,1,3,1,0,0,15,1,0
23639,28,5,416577,3,9,2,9.0,4,0,0,2829,0,40,1,0
23640,55,1,296991,7,15,2,5.0,4,3,0,15024,0,40,1,1
23641,50,1,45961,12,13,0,5.0,0,3,0,6849,0,40,1,0
23642,47,5,302711,11,7,4,3.0,3,3,1,0,0,40,1,0
23643,42,0,50356,3,9,2,7.0,4,3,0,0,0,40,1,0
23644,22,5,199336,0,10,5,6.0,5,3,0,0,0,25,1,0
23645,42,5,341178,2,3,2,13.0,4,3,0,0,0,44,21,0
23646,42,2,70240,0,10,4,7.0,3,1,1,0,0,40,1,0
23647,46,5,229394,3,9,4,7.0,0,3,1,0,0,40,1,0
23648,45,5,390368,0,10,2,10.0,4,0,0,15024,0,99,1,1
23649,55,5,82098,3,9,2,7.0,4,1,0,0,0,55,1,0
23650,57,5,170411,12,13,2,,4,3,0,0,0,40,1,1
23651,25,5,109532,5,8,5,9.0,5,3,0,0,0,40,1,0
23652,43,5,142682,3,9,2,11.0,4,3,0,0,0,30,25,0
23653,34,0,127651,12,13,4,1.0,0,3,0,0,0,60,1,0
23654,27,4,236472,12,13,4,5.0,2,3,1,0,0,40,1,0
23655,25,5,176047,3,9,5,6.0,5,3,1,2176,0,40,1,0
23656,37,5,111499,0,10,5,7.0,0,3,1,0,0,40,1,0
23657,48,5,425199,0,10,4,10.0,3,3,0,0,0,45,1,0
23658,38,5,229009,3,9,2,13.0,4,3,0,0,0,45,1,0
23659,17,5,232713,13,6,5,9.0,0,3,0,594,0,30,1,0
23660,70,5,141742,14,11,2,6.0,4,3,0,9386,0,50,1,1
23661,37,5,234807,3,9,4,3.0,3,3,1,0,0,37,1,0
23662,45,5,738812,3,9,2,9.0,4,3,0,0,0,46,1,0
23663,56,5,204816,3,9,2,10.0,4,3,0,0,0,55,1,1
23664,64,5,342494,3,9,2,6.0,4,3,0,0,0,40,1,0
23665,35,4,226311,0,10,4,3.0,5,3,1,0,0,38,1,0
23666,23,5,143062,3,9,5,10.0,5,3,0,0,0,40,1,0
23667,42,4,125155,3,9,2,,4,3,0,0,0,90,1,0
23668,23,5,329925,0,10,5,4.0,5,3,0,0,0,30,1,0
23670,56,4,212864,3,9,2,11.0,4,3,0,0,0,40,1,1
23671,41,5,214242,12,13,2,5.0,4,3,0,0,1887,40,1,1
23672,47,6,191175,2,3,2,10.0,4,3,0,0,2179,50,21,0
23673,21,5,118693,0,10,5,4.0,5,3,0,0,0,40,1,0
23674,29,5,253593,3,9,5,9.0,5,0,0,0,0,40,1,0
23675,32,1,206051,0,10,0,1.0,5,3,0,0,0,50,1,0
23676,72,5,497280,15,5,1,13.0,3,0,1,0,0,20,1,0
23677,69,6,240562,7,15,2,5.0,4,3,0,99999,0,40,1,1
23678,19,5,140985,0,10,5,3.0,2,3,0,0,0,25,1,0
23679,25,4,191921,12,13,5,9.0,5,3,0,0,0,25,1,0
23680,56,5,204049,0,10,2,10.0,4,3,0,0,1848,50,1,1
23681,42,5,331651,4,14,5,5.0,0,3,1,8614,0,50,1,1
23682,58,5,142158,12,13,4,7.0,3,3,1,0,0,35,1,0
23683,24,5,249046,12,13,5,2.0,5,3,0,0,0,40,1,0
23684,41,5,213019,14,11,2,2.0,1,3,1,0,0,38,1,1
23685,40,5,199599,13,6,2,7.0,4,3,0,0,0,40,1,1
23687,25,5,28008,9,12,4,3.0,3,3,1,0,0,40,1,0
23688,43,0,82488,12,13,2,10.0,5,1,1,0,0,40,16,1
23689,36,5,117073,3,9,5,9.0,5,3,0,0,0,40,1,0
23690,41,5,325786,3,9,2,6.0,4,3,0,0,0,40,1,0
23691,31,5,37546,12,13,5,5.0,0,3,1,0,0,40,1,0
23692,22,5,204226,3,9,5,7.0,5,3,1,0,0,40,1,0
23693,36,5,133299,14,11,2,9.0,4,3,0,0,0,40,1,0
23694,42,5,29702,13,6,2,6.0,4,3,0,0,0,40,1,0
23695,29,5,307812,3,9,2,9.0,4,3,0,0,0,60,1,0
23696,25,5,174545,3,9,5,3.0,3,3,1,0,0,46,1,0
23697,23,5,233472,12,13,5,7.0,0,3,0,0,0,40,1,0
23698,34,5,184147,3,9,3,10.0,3,0,1,0,0,20,1,0
23699,27,5,198188,3,9,2,3.0,4,3,0,2580,0,45,1,0
23700,32,5,447066,12,13,2,10.0,4,0,0,15024,0,50,1,1
23701,33,5,200246,0,10,0,5.0,0,3,0,0,0,40,1,0
23702,38,5,166585,12,13,4,7.0,0,3,1,0,0,55,1,0
23704,39,5,53569,14,11,2,9.0,4,3,0,0,0,40,1,0
23705,50,5,167065,12,13,2,7.0,4,3,0,0,0,40,1,1
23706,32,5,113364,0,10,5,3.0,0,3,0,0,0,30,1,0
23707,40,2,219266,3,9,2,7.0,4,3,0,0,0,40,1,1
23708,58,2,200042,0,10,2,7.0,4,3,0,15024,0,40,1,1
23709,20,5,205975,3,9,5,3.0,5,3,1,0,0,20,1,0
23711,56,5,65325,12,13,2,3.0,4,3,0,0,0,50,1,0
23712,30,4,194740,12,13,2,,4,3,0,0,0,40,1,0
23713,39,5,99065,0,10,4,7.0,3,3,1,0,0,39,1,0
23714,25,5,212793,9,12,5,5.0,0,3,0,0,0,50,1,1
23715,33,5,112941,3,9,2,6.0,4,3,0,0,0,40,1,1
23716,41,1,187322,12,13,5,5.0,0,3,0,0,0,40,1,0
23717,50,5,283676,0,10,4,9.0,0,3,0,0,0,40,1,0
23718,44,5,173682,0,10,2,11.0,4,3,0,0,0,40,1,0
23719,27,5,168470,12,13,5,7.0,0,3,0,0,0,40,1,0
23720,27,5,186454,12,13,5,5.0,0,1,0,13550,0,40,1,1
23721,58,5,141807,2,3,2,6.0,4,3,0,0,0,40,17,0
23722,25,5,245628,0,10,5,2.0,5,3,0,0,0,15,21,0
23723,31,5,264864,3,9,2,6.0,1,4,1,0,0,40,1,0
23724,39,5,262841,3,9,2,7.0,4,3,0,0,0,50,1,1
23725,55,5,37438,14,11,2,9.0,4,3,0,0,0,40,1,1
23726,22,5,170800,14,11,5,13.0,5,3,1,0,0,12,1,0
23727,44,5,152150,9,12,3,7.0,0,3,0,0,0,40,1,0
23729,44,5,159580,5,8,4,11.0,0,3,1,0,0,40,1,0
23730,61,5,477209,6,4,2,1.0,4,3,0,0,0,54,1,0
23731,32,5,70985,14,11,2,6.0,4,3,0,0,0,40,1,0
23732,35,5,241998,12,13,2,7.0,4,3,0,0,0,45,1,1
23733,28,5,249541,0,10,2,9.0,4,3,0,0,0,40,1,0
23734,57,5,135339,12,13,2,7.0,4,1,0,0,0,40,16,1
23735,32,5,44675,10,16,2,5.0,4,3,0,0,0,65,1,1
23736,46,1,247992,6,4,5,13.0,0,0,1,0,0,40,1,0
23737,26,6,221626,3,9,2,13.0,1,3,1,0,1579,20,1,0
23738,43,0,48087,3,9,2,9.0,4,3,0,0,0,40,1,0
23739,62,4,114045,3,9,4,13.0,0,3,1,0,0,35,1,0
23740,60,1,69251,4,14,2,5.0,4,1,0,0,0,38,12,1
23741,67,5,192670,3,9,4,10.0,0,3,1,0,0,20,1,0
23742,19,5,268392,3,9,5,10.0,3,0,1,0,0,30,1,0
23744,48,5,431513,13,6,2,9.0,4,3,0,0,0,65,1,1
23745,19,1,37332,3,9,5,3.0,0,3,1,0,0,20,1,0
23746,19,5,35865,0,10,5,13.0,0,3,1,0,0,30,1,0
23747,43,5,183891,3,9,4,7.0,3,3,1,0,0,40,1,0
23748,31,5,150309,10,16,2,5.0,1,3,1,0,0,90,1,0
23749,65,5,93318,0,10,2,7.0,1,3,1,0,0,45,1,0
23750,32,5,171814,3,9,5,6.0,0,3,1,0,0,40,1,0
23751,36,1,183735,4,14,2,5.0,4,3,0,0,0,40,1,1
23752,41,5,353541,3,9,2,6.0,4,3,0,0,0,40,21,0
23753,33,4,152351,0,10,2,,4,3,0,3908,0,40,1,0
23755,34,5,345705,12,13,2,10.0,4,3,0,0,1977,50,1,1
23756,27,5,223751,0,10,5,9.0,0,3,0,0,0,45,1,0
23757,75,0,164570,11,7,5,7.0,0,3,0,0,0,50,1,0
23759,51,5,110747,3,9,2,9.0,4,3,0,0,1887,40,1,1
23760,47,5,34458,3,9,2,1.0,4,3,0,0,0,40,1,0
23761,31,5,254293,0,10,5,5.0,0,3,0,0,0,40,1,0
23762,40,5,270147,4,14,5,7.0,0,3,1,0,0,40,1,1
23763,48,5,195491,3,9,4,10.0,0,3,1,0,0,30,1,0
23764,36,4,255454,12,13,5,,0,0,0,0,0,40,1,0
23765,18,5,126125,3,9,5,13.0,5,3,0,0,0,20,1,0
23766,33,5,618191,3,9,5,7.0,0,3,1,0,0,40,1,0
23767,34,5,163110,4,14,2,10.0,4,3,0,0,0,40,1,0
23768,51,5,145409,0,10,2,9.0,4,3,0,3103,0,48,1,1
23769,39,1,235379,9,12,4,5.0,0,3,1,0,0,40,1,0
23770,20,5,55465,3,9,5,13.0,5,3,0,0,0,35,1,0
23771,67,4,181220,0,10,4,3.0,0,0,1,0,0,20,1,0
23772,42,5,26672,14,11,5,3.0,0,3,1,0,0,60,1,0
23773,59,5,98361,11,7,2,6.0,4,3,0,0,0,40,1,0
23774,31,4,219883,3,9,5,,0,0,0,0,0,40,1,0
23775,19,5,376683,0,10,5,13.0,3,0,1,2036,0,30,1,0
23776,47,5,33865,0,10,4,7.0,0,3,1,0,0,48,1,0
23777,68,5,168794,6,4,2,13.0,4,3,0,0,0,30,1,0
23778,30,5,94245,0,10,2,4.0,4,3,0,0,0,40,1,0
23779,34,5,34572,3,9,5,4.0,0,3,0,0,0,60,1,0
23780,49,5,348751,6,4,2,6.0,4,3,0,0,0,40,1,0
23781,38,5,65382,0,10,2,9.0,4,3,0,0,0,40,1,1
23782,60,5,116707,0,10,2,10.0,4,3,0,7298,0,40,1,1
23784,24,5,140001,12,13,5,3.0,0,3,0,0,0,40,1,0
23785,18,5,166889,0,10,5,4.0,5,0,1,0,1602,35,1,0
23786,24,5,117789,12,13,5,7.0,5,3,1,0,0,40,1,0
23787,21,5,238917,2,3,2,13.0,4,3,0,0,0,40,21,0
23788,48,4,242923,3,9,2,2.0,1,3,1,0,1848,40,1,1
23789,52,4,330799,15,5,2,13.0,1,3,1,0,0,40,1,0
23790,48,5,209460,3,9,4,4.0,0,3,0,0,0,40,1,0
23791,40,2,75313,12,13,2,5.0,4,3,0,7688,0,66,1,1
23793,20,5,184779,0,10,5,2.0,5,3,1,0,0,20,1,0
23794,31,5,139000,3,9,4,10.0,3,3,1,0,0,25,1,0
23795,30,5,361742,0,10,2,7.0,4,3,0,0,0,50,1,0
23797,51,5,203435,3,9,5,4.0,5,3,1,0,0,40,1,0
23798,29,5,100579,14,11,4,7.0,0,3,1,0,0,40,1,0
23799,56,6,356067,4,14,5,10.0,0,3,0,0,0,16,1,0
23800,46,5,87250,12,13,3,2.0,3,3,1,0,0,40,1,0
23801,41,5,264663,0,10,3,5.0,5,3,1,0,3900,40,1,0
23802,29,5,255817,2,3,5,13.0,2,3,1,0,0,40,37,0
23803,48,6,243631,3,9,2,7.0,4,1,0,0,0,30,11,0
23804,34,0,544268,3,9,4,10.0,0,3,1,0,0,50,1,0
23805,42,6,98061,14,11,2,7.0,4,3,0,0,0,50,1,0
23806,25,5,95691,3,9,5,13.0,3,3,1,0,0,30,30,0
23807,47,5,145868,11,7,4,13.0,3,0,1,0,0,40,1,0
23808,23,5,65038,3,9,5,10.0,5,3,0,0,0,40,1,0
23809,43,4,227734,14,11,2,11.0,4,3,0,0,0,22,1,0
23810,19,4,176831,0,10,5,13.0,5,0,1,0,0,35,1,0
23811,22,5,211678,3,9,5,4.0,5,3,0,0,0,40,1,0
23812,40,4,157240,12,13,4,5.0,3,3,1,0,0,70,1,0
23813,41,6,145441,14,11,2,9.0,4,3,0,0,0,40,36,0
23814,71,0,66624,12,13,2,7.0,4,3,0,0,2392,60,1,1
23815,42,5,76487,3,9,2,3.0,4,3,0,0,0,45,1,0
23816,31,1,557853,12,13,5,3.0,0,3,0,0,0,47,1,0
23818,58,6,118253,3,9,2,1.0,4,3,0,0,0,70,1,0
23819,36,5,146625,11,7,1,13.0,3,0,1,0,0,12,1,0
23820,31,5,174201,3,9,2,11.0,4,3,0,0,0,65,1,0
23822,41,5,121130,3,9,5,3.0,0,3,1,0,0,40,1,0
23823,35,5,385847,0,10,2,9.0,4,3,0,0,0,40,1,0
23825,28,5,114158,12,13,5,5.0,5,3,1,0,0,15,1,0
23826,27,5,381789,5,8,2,1.0,5,3,0,0,0,55,1,0
23827,17,5,82041,11,7,5,4.0,5,3,0,0,0,40,5,0
23828,35,6,115618,3,9,4,10.0,0,3,0,0,0,50,1,1
23829,45,6,106110,0,10,2,13.0,1,3,1,0,0,99,1,0
23830,44,5,267521,12,13,4,3.0,3,3,1,0,0,40,1,0
